customer_id,first_name,last_name,email,city,state,region,lifetime_spend,order_frequency,last_order_date,recency_days,customer_segment
CUST002492,Samuel,Buch,nthakkar@example.net,Kalyan-Dombivli,Assam,North,84255.18,4,2025-03-19 13:20:31,28,High Value
CUST002493,Janya,Nagarajan,cprakash@example.com,Singrauli,Arunachal Pradesh,West,138445.58,5,2025-03-17 20:46:44,30,VIP
CUST002494,Bhanumati,D’Alia,divya73@example.net,Vijayawada,Manipur,South,135171.89,7,2025-04-10 19:08:55,6,VIP
CUST002495,Nitesh,Memon,bravi@example.net,Munger,West Bengal,South,170142.53,6,2025-04-11 02:18:16,5,VIP
CUST002496,Janaki,Lall,dnarasimhan@example.com,Loni,Nagaland,Central,80454.8,3,2025-02-18 20:11:06,57,High Value
CUST002497,Mugdha,Purohit,dayitasaran@example.net,Ramagundam,Rajasthan,South,110721.13,4,2025-04-14 22:54:40,2,VIP
CUST002498,Damini,Vyas,hansoni@example.org,Dehradun,Goa,East,136628.61,3,2025-04-09 15:40:09,7,VIP
CUST002499,Tanveer,Boase,anthonymanne@example.com,Thane,Meghalaya,West,47267.24,3,2025-03-28 05:20:37,19,Mid Value
CUST002500,Vedhika,Deep,hemarattan@example.com,Moradabad,Uttar Pradesh,Central,190375.92,6,2025-04-08 09:10:13,8,VIP
CUST002501,Vedika,Shah,mohini@,Nangloi Jat,Gujarat,Central,42489.05,3,2025-03-29 12:02:43,18,Mid Value
CUST002502,Urishilla,Murthy,lbuch@example.com,Siwan,Tamil Nadu,West,0.0,0,,-1,Low Value
CUST002503,Lakshit,Purohit,chanchal38@example.net,Guna,Punjab,East,30807.92,3,2025-03-24 19:31:17,23,Mid Value
CUST002504,Zarna,Samra,hanand@example.com,Phagwara,Arunachal Pradesh,South,67882.67,4,2025-04-11 01:42:29,5,High Value
CUST002505,Quincy,Shanker,bishakha47@example.com,Ghaziabad,Punjab,North,42624.04,1,2025-01-09 08:28:55,97,Mid Value
CUST002506,Vaishnavi,Malhotra,zayyan72@example.net,Sultan Pur Majra,Nagaland,North,57986.63,3,2025-04-06 20:07:40,10,High Value
CUST002507,Odika,Virk,azaankari@example.com,Secunderabad,Andhra Pradesh,South,124455.38,5,2025-04-05 19:50:04,11,VIP
CUST002508,Oscar,Naidu,haldertanveer@example.net,Bokaro,Maharashtra,South,26518.78,1,2025-03-28 23:55:26,19,Mid Value
CUST002509,Nisha,Boase,vsarraf@example.net,Alappuzha,Chhattisgarh,North,120040.24,6,2025-03-06 14:00:43,41,VIP
CUST002510,Zayyan,Rau,zaitra64@example.org,Kulti,Uttarakhand,West,84739.99,4,2025-03-24 18:41:56,23,High Value
CUST002511,Ikbal,Shroff,gayathri41@example.org,Katihar,Andhra Pradesh,West,12272.53,1,2025-01-26 22:10:43,80,Low Value
CUST002512,Yatin,Rajan,gabaanirudh@example.com,Vijayawada,Punjab,Central,103552.61,5,2025-04-16 03:29:51,0,VIP
CUST002513,Diya,Deol,tejasguha@example.org,Hazaribagh,Maharashtra,North,8900.54,1,2025-01-03 09:33:27,103,Low Value
CUST002514,Rudra,Khurana,ghoshvarsha@example.com,Pondicherry,Manipur,West,125421.25,4,2025-03-25 19:30:20,22,VIP
CUST002515,Parth,Patla,fradhakrishnan@example.com,Bokaro,Rajasthan,West,83656.23,4,2025-03-05 11:06:21,42,High Value
CUST002516,Aadhya,Sangha,ipillay@example.org,Malegaon,Maharashtra,North,141112.86,6,2025-02-26 04:30:12,49,VIP
CUST002517,Yochana,Ghose,chasmum01@example.net,Chinsurah,Chhattisgarh,Central,184426.77,6,2025-04-06 05:20:31,10,VIP
CUST002518,Yasti,Chad,fagate@example.net,Ambala,West Bengal,South,131298.7,5,2025-03-31 18:11:58,16,VIP
CUST002519,Abha,Ben,andrew58@example.org,Moradabad,Bihar,South,119045.89,7,2025-04-11 07:56:19,5,VIP
CUST002520,Falguni,Khare,suhani37@example.org,Warangal,Nagaland,West,122530.27,8,2025-04-09 00:54:56,7,VIP
CUST002521,Anay,Bhat,nagiaachal@example.net,Tiruvottiyur,Sikkim,Central,123801.6,6,2025-04-08 09:50:42,8,VIP
CUST002522,Anita,Kadakia,avibarad@example.org,Dibrugarh,Jharkhand,West,134495.82,4,2025-03-23 19:48:55,24,VIP
CUST002523,Saanvi,Kanda,yprabhu@example.com,Panvel,Mizoram,Central,74009.18,5,2025-04-14 00:03:39,2,High Value
CUST002524,Rachit,Wagle,sai87@example.net,Madurai,Nagaland,East,77994.49,3,2025-03-08 00:13:13,39,High Value
CUST002525,Brinda,Raval,opathak@example.net,Sangli-Miraj & Kupwad,Manipur,Central,155562.22,5,2025-02-25 03:01:22,50,VIP
CUST002526,Ishanvi,Venkatesh,warrioryashica@example.com,Nizamabad,Madhya Pradesh,East,84690.24,3,2025-03-27 23:43:40,20,High Value
CUST002527,Ansh,Rastogi,sherebhavna@example.org,Agartala,Andhra Pradesh,North,235110.7,7,2025-04-09 12:46:26,7,VIP
CUST002528,Veda,Buch,okeer@example.org,Tenali,Punjab,South,166879.08,6,2025-04-05 10:38:06,11,VIP
CUST002529,Manya,Sagar,jeremiah61@example.net,Mau,Maharashtra,Central,47653.15,1,2025-02-26 12:56:02,49,Mid Value
CUST002530,Hitesh,Hans,krishna08@example.org,Allahabad,Uttarakhand,West,174348.06,6,2025-04-14 12:27:03,2,VIP
CUST002531,Leela,Purohit,emerchant@example.net,Sikar,Meghalaya,East,127739.83,5,2025-04-06 22:30:55,10,VIP
CUST002532,Lavanya,Krishnan,simonde@example.com,Malda,Mizoram,East,32527.94,1,2025-04-04 04:11:29,12,Mid Value
CUST002533,Jacob,Baral,elijahkumer@example.org,Bareilly,Manipur,South,50773.08,3,2025-02-22 04:49:07,53,High Value
CUST002534,Udyati,Sangha,paimahika@example.com,Surendranagar Dudhrej,West Bengal,Central,65678.08,4,2025-04-06 05:31:41,10,High Value
CUST002535,Ansh,Kalla,ati79@example.org,Tumkur,Karnataka,East,36932.45,2,2025-03-28 16:28:45,19,Mid Value
CUST002536,Aryan,Lalla,rishilalla@example.org,Naihati,Himachal Pradesh,South,31500.9,1,2025-03-04 10:12:42,43,Mid Value
CUST002537,Radha,Mannan,mpalan@example.net,Faridabad,Gujarat,North,155283.6,6,2025-04-15 01:10:08,1,VIP
CUST002538,Parth,Rama,yashica21@example.com,Aligarh,Goa,Central,43646.05,2,2025-04-15 11:12:05,1,Mid Value
CUST002539,Vincent,Bhasin,yadavi04@example.com,Mumbai,Odisha,East,73191.84,3,2025-04-02 22:44:28,14,High Value
CUST002540,Viraj,Pillai,settyojasvi@example.com,Chennai,Madhya Pradesh,Central,213899.63,7,2025-04-13 10:26:29,3,VIP
CUST002541,Anusha,Saini,pvora@example.com,Nellore,Rajasthan,West,0.0,0,,-1,Low Value
CUST002542,Orinder,Nadkarni,lmanne@example.com,Munger,Rajasthan,East,26255.64,2,2025-03-26 11:14:55,21,Mid Value
CUST002543,Naveen,Krish,obandi@example.net,Jalandhar,Punjab,West,156449.49,6,2025-04-07 02:22:37,9,VIP
CUST002544,Dalbir,Mohanty,jkapadia@example.org,Berhampur,Uttar Pradesh,East,98737.08,3,2025-03-22 04:50:27,25,High Value
CUST002545,Anay,Saraf,gavin62@example.net,Etawah,Assam,South,91081.08,4,2025-03-07 15:41:13,40,High Value
CUST002546,Samarth,Reddy,adyaiyengar@example.com,Ulhasnagar,Jharkhand,East,95487.42,7,2025-04-07 04:26:03,9,High Value
CUST002547,Maanas,Chandra,girindra67@example.com,Kolhapur,Madhya Pradesh,West,56487.35,3,2025-02-12 04:13:53,63,High Value
CUST002548,Arjun,Gera,chasmumvirk@example.com,Hajipur,Uttar Pradesh,Central,66559.59,2,2025-02-19 16:00:35,56,High Value
CUST002549,Vansha,Jha,krishnadey@example.com,Shimoga,Andhra Pradesh,East,114243.65,4,2025-03-23 20:36:33,24,VIP
CUST002550,Zayyan,Lal,hemang97@example.net,Haridwar,Odisha,Central,117868.93,5,2025-03-31 10:10:17,16,VIP
CUST002551,Triya,Chawla,ekbal@,Raichur,Uttar Pradesh,Central,100722.78,3,2025-04-11 18:52:47,5,VIP
CUST002552,Caleb,Sundaram,rlad@example.com,Mangalore,Manipur,Central,106120.19,4,2025-02-21 04:49:53,54,VIP
CUST002553,Wahab,Hegde,fbatra@example.net,Munger,West Bengal,East,54415.52,2,2025-04-12 19:31:08,4,High Value
CUST002554,Dayamai,Chokshi,gulatijanya@example.org,Salem,Jharkhand,West,86720.88,4,2025-04-12 21:30:58,4,High Value
CUST002555,Fariq,Gara,kkapadia@example.net,Fatehpur,Assam,North,21134.23,3,2025-04-11 00:44:00,5,Mid Value
CUST002556,Henry,Nagy,saanvisuri@example.net,Jehanabad,Himachal Pradesh,Central,174588.67,5,2025-04-04 22:22:10,12,VIP
CUST002557,Rehaan,Balakrishnan,voraaarnav@example.net,Anantapur,Nagaland,Central,81451.47,3,2025-04-05 10:35:06,11,High Value
CUST002558,Ucchal,Salvi,bachittar29@example.org,Jamalpur,Madhya Pradesh,West,76217.36,3,2025-04-16 00:03:32,0,High Value
CUST002559,Agastya,Anand,oni26@example.org,Mumbai,Karnataka,Central,80877.13,6,2025-03-16 11:18:49,31,High Value
CUST002560,Mekhala,Viswanathan,tanmayiyogi@example.org,Khandwa,Odisha,Central,156410.53,7,2025-04-15 07:43:30,1,VIP
CUST002561,Unni,Radhakrishnan,ojasjayaraman@example.net,Amroha,Andhra Pradesh,Central,113211.22,6,2025-03-31 21:35:55,16,VIP
CUST002562,Ojas,Morar,suhanidesai@example.net,Karaikudi,Odisha,South,58782.79,2,2025-02-25 01:22:03,50,High Value
CUST002563,Indali,Chakrabarti,nluthra@example.com,Kottayam,Rajasthan,East,101295.1,3,2025-04-10 18:50:05,6,VIP
CUST002564,Tanveer,Varty,adwetaratta@example.net,Surat,Tamil Nadu,Central,126066.76,5,2025-04-08 06:11:00,8,VIP
CUST002565,Dakshesh,Mishra,nimratchadha@example.com,Panipat,Karnataka,Central,141256.0,6,2025-03-17 04:59:07,30,VIP
CUST002566,Jai,Solanki,faris18@example.net,Kalyan-Dombivli,Uttarakhand,West,94080.84,4,2025-03-12 14:06:33,35,High Value
CUST002567,Zansi,Rao,ghoshosha@example.org,Jodhpur,Odisha,South,121535.46,5,2025-03-15 20:42:25,32,VIP
CUST002568,Ekanta,Sekhon,nmangal@example.net,Khandwa,Uttarakhand,West,138267.87,5,2025-04-06 07:59:54,10,VIP
CUST002569,Indrajit,Datta,agarwalhemang@example.com,Hapur,Bihar,North,17930.79,1,2025-04-16 05:56:02,0,Low Value
CUST002570,Darika,Luthra,ramaswamysaumya@example.org,Berhampore,Madhya Pradesh,West,76469.14,3,2025-04-16 17:10:30,0,High Value
CUST002571,Gauri,Sarraf,chaturawali@example.org,Aizawl,Rajasthan,South,196530.3,8,2025-04-02 06:37:59,14,VIP
CUST002572,Krish,Bath,tiwariakshay@example.com,Bhiwani,Nagaland,West,66535.72,4,2025-03-11 00:57:59,36,High Value
CUST002573,Hemangini,Sengupta,yachanasrinivasan@example.com,Nagpur,Telangana,South,85884.63,2,2025-02-19 07:39:32,56,High Value
CUST002574,Vansha,Vohra,rrajagopalan@example.net,Nagercoil,Himachal Pradesh,South,65711.74,2,2025-03-21 21:29:37,26,High Value
CUST002575,William,Mangal,vlanka@example.org,Baranagar,Uttarakhand,West,77036.63,3,2025-04-09 06:04:05,7,High Value
CUST002576,Falguni,Rajan,mukhopadhyaykamya@example.org,Jamshedpur,Gujarat,West,3031.78,1,2025-01-21 05:27:14,85,Low Value
CUST002577,Ijaya,Nanda,ppatla@example.net,Tadepalligudem,Sikkim,South,185995.25,7,2025-03-11 03:13:52,36,VIP
CUST002578,Faris,Venkatesh,ushere@example.org,Guntakal,Mizoram,South,221318.75,6,2025-04-16 22:05:51,0,VIP
CUST002579,Udant,Sagar,mohammed71@example.com,Dibrugarh,Maharashtra,East,79231.62,4,2025-04-06 09:47:38,10,High Value
CUST002580,Vasana,Sharaf,ramangautam@example.net,Ujjain,Telangana,North,165545.57,5,2025-03-26 11:48:35,21,VIP
CUST002581,Ayaan,Nagi,sekhonbalhaar@example.net,Naihati,Punjab,North,144966.26,7,2025-04-11 13:28:13,5,VIP
CUST002582,Kavya,Chandra,riya69@example.com,Moradabad,Uttar Pradesh,East,30012.4,3,2025-02-08 21:16:52,67,Mid Value
CUST002583,Onveer,Keer,ijayamohanty@example.org,Sri Ganganagar,Karnataka,North,91082.43,5,2025-04-16 00:15:10,0,High Value
CUST002584,Praneel,Shroff,gbrahmbhatt@example.com,Pimpri-Chinchwad,Chhattisgarh,North,97929.05,4,2025-04-09 22:00:01,7,High Value
CUST002585,Bahadurjit,Dayal,harishshetty@example.com,Parbhani,Sikkim,South,25385.77,1,2025-01-26 02:41:09,80,Mid Value
CUST002586,Keya,Joshi,lagate@example.net,Bathinda,Chhattisgarh,Central,68792.85,2,2025-02-28 16:49:28,47,High Value
CUST002587,Vedant,Panchal,parsagaurang@example.com,Gulbarga,Madhya Pradesh,West,87258.65,4,2025-03-23 02:35:07,24,High Value
CUST002588,Bhavna,Singhal,dharyatan@example.com,Pudukkottai,Andhra Pradesh,Central,195877.45,6,2025-04-02 02:03:51,14,VIP
CUST002589,Krishna,Solanki,latajasmit@example.net,Muzaffarnagar,Karnataka,East,112080.16,5,2025-04-14 23:52:04,2,VIP
CUST002590,Kamala,Bhatnagar,ishita63@example.net,Varanasi,West Bengal,South,49587.91,2,2025-03-16 14:40:21,31,Mid Value
CUST002591,Aarush,Sharma,jagvi73@example.org,Indore,Bihar,South,108965.74,4,2025-04-06 23:45:28,10,VIP
CUST002592,Nitara,Ramanathan,amurty@example.com,Guntur,Goa,South,45747.62,2,2025-03-22 05:16:06,25,Mid Value
CUST002593,Brijesh,Krishnan,omkaarmann@example.org,Salem,Telangana,West,294613.51,10,2025-04-12 09:28:32,4,VIP
CUST002594,Farhan,Chand,lakshmikhurana@example.com,Jamshedpur,Himachal Pradesh,West,89115.23,3,2025-01-25 12:10:45,81,High Value
CUST002595,Chanchal,Deshpande,deepbhavna@example.com,Kanpur,Andhra Pradesh,North,56617.04,2,2025-03-08 04:03:52,39,High Value
CUST002596,Onveer,Dyal,halderkai@example.com,Mahbubnagar,Karnataka,West,42953.65,2,2025-04-14 14:51:44,2,Mid Value
CUST002597,Nirja,Gour,odada@example.com,Berhampore,Odisha,East,0.0,0,,-1,Low Value
CUST002598,Aarush,Gulati,tanveer61@example.com,Maheshtala,Bihar,West,36508.25,2,2025-02-18 02:25:11,57,Mid Value
CUST002599,Ekapad,Suri,pallavi72@example.com,Hospet,West Bengal,East,44021.94,3,2025-04-12 06:21:09,4,Mid Value
CUST002600,Qabil,Mital,ihayre@example.net,Bettiah,West Bengal,North,27447.29,2,2025-03-12 22:51:13,35,Mid Value
CUST002601,Ronith,Tella,fitan@,Kalyan-Dombivli,Telangana,East,34659.47,3,2025-03-15 18:46:16,32,Mid Value
CUST002602,Onveer,Mukhopadhyay,mallchandani@example.org,Ramgarh,Tamil Nadu,East,149649.21,6,2025-04-16 23:08:17,0,VIP
CUST002603,Oeshi,Dugar,ijayabanerjee@example.com,Dhule,Tamil Nadu,North,136017.8,5,2025-03-15 13:10:24,32,VIP
CUST002604,Janya,Buch,ptrivedi@example.net,Aurangabad,Kerala,West,78069.79,3,2025-04-02 10:41:13,14,High Value
CUST002605,Vansha,Dayal,trivediqasim@example.com,Madanapalle,Uttarakhand,West,136575.4,5,2025-02-16 02:32:23,59,VIP
CUST002606,Tanmayi,Mane,yahvi46@example.net,Miryalaguda,Rajasthan,North,82854.61,3,2025-03-13 13:34:56,34,High Value
CUST002607,Tara,Acharya,qdeshpande@example.org,Mangalore,Rajasthan,East,93003.25,3,2025-04-12 19:51:44,4,High Value
CUST002608,Nikita,Sehgal,ekbal26@example.net,Kulti,Gujarat,West,51779.34,3,2025-02-02 04:01:25,73,High Value
CUST002609,Ekta,Issac,kloke@example.com,Bihar Sharif,West Bengal,West,55598.81,3,2025-03-21 03:51:41,26,High Value
CUST002610,Hemani,Dixit,johalvanya@example.org,Tadipatri,Telangana,North,110039.13,5,2025-02-18 21:17:52,57,VIP
CUST002611,Januja,Gade,wridesh12@example.org,Eluru,Jharkhand,West,75772.5,3,2025-03-11 20:54:15,36,High Value
CUST002612,Viraj,Bansal,nihal86@example.net,Loni,Tripura,North,49603.06,3,2025-03-27 04:43:02,20,Mid Value
CUST002613,Chameli,Dave,prabhumanya@example.net,Meerut,Sikkim,Central,117144.77,5,2025-04-15 23:19:11,1,VIP
CUST002614,Rehaan,Bora,sarnaomkaar@example.net,Pimpri-Chinchwad,Himachal Pradesh,West,169541.82,5,2025-04-10 01:55:05,6,VIP
CUST002615,Tara,Baria,deethan@example.org,Jamalpur,Karnataka,West,6411.66,1,2025-03-24 18:04:12,23,Low Value
CUST002616,Qushi,Saxena,ramojasvi@example.org,Tezpur,Kerala,North,61260.3,2,2025-03-24 16:12:23,23,High Value
CUST002617,Urvi,Behl,latakaran@example.com,Vijayawada,Tamil Nadu,West,91929.28,2,2025-03-15 23:43:03,32,High Value
CUST002618,Gopal,Kunda,ughosh@example.com,Rohtak,Tamil Nadu,North,42871.87,1,2025-04-02 06:49:00,14,Mid Value
CUST002619,Tanveer,Dara,ugrover@example.com,Patna,Nagaland,East,122939.63,4,2025-03-26 13:13:34,21,VIP
CUST002620,Zansi,Sarkar,ekani24@example.org,Kanpur,Odisha,North,0.0,0,,-1,Low Value
CUST002621,Amruta,Bhargava,falanchaudhari@example.net,Hazaribagh,Mizoram,Central,61629.49,3,2025-02-22 23:46:32,53,High Value
CUST002622,Gautami,Kurian,umohan@example.org,Malegaon,Meghalaya,Central,130863.27,8,2025-04-11 20:52:44,5,VIP
CUST002623,Arya,Bhatnagar,rachitaramesh@example.com,Purnia,Meghalaya,East,35343.37,5,2025-04-08 07:24:51,8,Mid Value
CUST002624,Vivaan,Rajan,ntank@example.net,Secunderabad,Assam,South,252975.29,9,2025-04-13 13:07:41,3,VIP
CUST002625,Suhani,Gokhale,rayaanchatterjee@example.com,Saharanpur,Odisha,Central,57501.63,3,2025-04-14 03:19:09,2,High Value
CUST002626,Nandini,Bhardwaj,jackson26@example.net,Indore,Telangana,South,137769.5,5,2025-02-17 21:53:09,58,VIP
CUST002627,Tarak,Sabharwal,vansharaman@example.com,Machilipatnam,Rajasthan,East,44316.04,2,2025-02-25 18:15:44,50,Mid Value
CUST002628,Harini,Pandya,asangha@example.net,Gaya,Kerala,West,60241.48,3,2025-04-06 22:56:31,10,High Value
CUST002629,Kamala,Sankar,tiwaribalendra@example.com,Katni,Arunachal Pradesh,North,224164.06,6,2025-03-25 09:29:59,22,VIP
CUST002630,Brijesh,Sarraf,agastya29@example.net,Nagaon,Himachal Pradesh,North,88793.23,2,2025-03-11 07:30:52,36,High Value
CUST002631,Shivani,Savant,khalsakrish@example.org,Maheshtala,Uttarakhand,East,48661.34,2,2025-04-16 07:51:20,0,Mid Value
CUST002632,Henry,Natarajan,pnori@example.org,Davanagere,Odisha,North,60227.58,3,2025-04-05 13:48:59,11,High Value
CUST002633,Bishakha,Sanghvi,kalapanini@example.com,Anantapuram,Gujarat,Central,30558.6,4,2025-02-07 09:29:59,68,Mid Value
CUST002634,Henry,Garde,watikaagarwal@example.net,Kulti,Rajasthan,North,165905.34,8,2025-03-15 15:11:25,32,VIP
CUST002635,Wriddhish,Kurian,abdulthakkar@example.org,Raipur,Madhya Pradesh,Central,192185.05,7,2025-02-20 12:13:38,55,VIP
CUST002636,Wishi,Randhawa,kchad@example.org,Ajmer,Chhattisgarh,Central,80294.81,4,2025-03-24 09:18:41,23,High Value
CUST002637,Raagini,Cheema,unnatisawhney@example.org,Bathinda,Odisha,West,15193.74,2,2025-04-05 10:04:24,11,Low Value
CUST002638,Edhitha,Rajagopal,gavinwali@example.net,Jhansi,Punjab,South,210078.6,10,2025-04-08 12:58:44,8,VIP
CUST002639,Viraj,Menon,waliabrijesh@example.org,Vadodara,Punjab,East,65356.8,4,2025-04-11 01:51:47,5,High Value
CUST002640,Harinakshi,Kapoor,valaforum@example.com,Chapra,Andhra Pradesh,West,122123.51,5,2025-02-24 10:55:40,51,VIP
CUST002641,Noah,Sur,duttbhavika@example.net,Pallavaram,Madhya Pradesh,South,56903.19,3,2025-03-09 03:56:46,38,High Value
CUST002642,Gaurang,Bahri,virknilima@example.org,Karimnagar,Nagaland,East,48215.16,2,2025-03-30 07:50:40,17,Mid Value
CUST002643,Benjamin,Mital,tejasnarayan@example.com,Burhanpur,Madhya Pradesh,West,139723.17,7,2025-03-24 03:46:29,23,VIP
CUST002644,Chaitaly,Wali,virkjagdish@example.com,Panihati,Andhra Pradesh,South,11475.23,1,2025-01-01 23:29:06,105,Low Value
CUST002645,Hemang,Basak,dbadal@example.net,Bally,Uttar Pradesh,East,119146.83,4,2025-04-10 07:45:31,6,VIP
CUST002646,Manthan,Krishnamurthy,ekavir29@example.net,Aizawl,Chhattisgarh,South,71320.21,2,2025-01-31 13:59:28,75,High Value
CUST002647,Kiaan,Bath,arjun74@example.org,Mumbai,Arunachal Pradesh,North,111245.51,5,2025-03-04 10:36:26,43,VIP
CUST002648,Leela,Bhasin,ranveer57@example.net,Parbhani,Assam,South,131482.78,4,2025-04-12 23:02:33,4,VIP
CUST002649,Diya,Sarkar,girik63@example.org,Raiganj,Mizoram,South,129310.4,4,2025-04-09 20:09:47,7,VIP
CUST002650,Warhi,Som,shivanipathak@example.net,Farrukhabad,Andhra Pradesh,West,35574.84,1,2025-01-05 06:06:14,101,Mid Value
CUST002651,Yasti,Jain,nitara@,Eluru,Karnataka,North,33691.64,1,2025-01-07 12:07:08,99,Mid Value
CUST002652,Urishilla,Dara,aadi23@example.com,Chinsurah,Karnataka,North,135767.6,5,2025-04-05 14:56:55,11,VIP
CUST002653,Janaki,Rama,udantpuri@example.com,Mahbubnagar,Manipur,West,115300.31,3,2025-04-13 18:51:01,3,VIP
CUST002654,Chanchal,Gara,ishita53@example.com,Dibrugarh,Tamil Nadu,North,50214.19,2,2025-03-29 09:58:53,18,High Value
CUST002655,Upadhriti,Rajan,advaybir@example.net,Rajkot,West Bengal,East,157837.08,7,2025-04-15 18:56:07,1,VIP
CUST002656,Amaira,Kar,zarna34@example.net,Ghaziabad,Chhattisgarh,South,71916.71,4,2025-03-29 08:53:04,18,High Value
CUST002657,Lekha,Batra,abhimanyu46@example.net,Gorakhpur,Kerala,Central,27544.71,1,2025-01-22 19:49:40,84,Mid Value
CUST002658,Frederick,Om,mshan@example.com,Davanagere,Assam,South,126879.2,5,2025-03-20 12:25:23,27,VIP
CUST002659,Jacob,Rao,anmol31@example.net,Nangloi Jat,Madhya Pradesh,East,140978.86,7,2025-04-14 09:17:36,2,VIP
CUST002660,Pranit,Muni,faqidthakkar@example.org,Kota,Madhya Pradesh,North,49168.16,4,2025-04-16 12:21:49,0,Mid Value
CUST002661,Zilmil,Parmer,ochanda@example.com,Indore,Uttar Pradesh,South,67581.93,4,2025-02-25 03:45:33,50,High Value
CUST002662,Riya,Khare,brindaboase@example.org,Bokaro,Assam,East,104051.6,4,2025-04-10 01:24:29,6,VIP
CUST002663,George,Agarwal,nathfrado@example.com,Bihar Sharif,Karnataka,West,141850.8,5,2025-03-26 19:32:56,21,VIP
CUST002664,Chaman,Edwin,ronithhans@example.com,Naihati,Jharkhand,West,119952.22,5,2025-03-31 22:23:45,16,VIP
CUST002665,Ekapad,Master,useshadri@example.net,Karimnagar,Maharashtra,Central,109950.85,5,2025-04-14 16:18:59,2,VIP
CUST002666,Benjamin,Bhavsar,kalahayre@example.org,Junagadh,Mizoram,Central,23306.87,3,2025-03-21 01:01:07,26,Mid Value
CUST002667,Charita,Muni,akeer@example.net,Buxar,Chhattisgarh,South,150711.69,5,2025-03-27 09:49:29,20,VIP
CUST002668,Logan,Menon,purohitarin@example.com,Mau,Arunachal Pradesh,South,69755.24,2,2025-03-18 12:42:17,29,High Value
CUST002669,Darpan,Johal,isubramanian@example.org,Dharmavaram,Tripura,North,68677.84,4,2025-03-12 20:04:40,35,High Value
CUST002670,Jhalak,Palla,cheemajyoti@example.org,Tirupati,Telangana,North,51449.97,3,2025-03-01 06:38:16,46,High Value
CUST002671,Anamika,Salvi,ahujaeta@example.net,Firozabad,Gujarat,North,28828.04,2,2025-02-22 10:25:57,53,Mid Value
CUST002672,Hemangini,Lata,harshchokshi@example.org,Nashik,Punjab,South,111467.53,5,2025-04-05 23:25:56,11,VIP
CUST002673,Dominic,Suri,keerladli@example.com,Nagpur,Odisha,West,96794.23,3,2025-03-30 13:52:53,17,High Value
CUST002674,Agastya,Chhabra,bordeosha@example.net,Thiruvananthapuram,Rajasthan,North,164543.56,5,2025-04-13 17:09:47,3,VIP
CUST002675,Aarush,Sachdev,waida32@example.org,Malegaon,Jharkhand,Central,147285.43,5,2025-04-13 12:08:58,3,VIP
CUST002676,Alka,Sabharwal,mitalwarhi@example.org,Thoothukudi,Tripura,West,112098.68,4,2025-04-01 01:12:16,15,VIP
CUST002677,Samarth,Pingle,gmann@example.org,Indore,Punjab,North,78967.66,2,2025-04-15 06:49:47,1,High Value
CUST002678,Yamini,Radhakrishnan,mohammed18@example.com,Khammam,Tripura,South,77034.39,4,2025-04-08 15:39:42,8,High Value
CUST002679,Chakradev,Handa,veda83@example.net,Tezpur,Rajasthan,South,83430.77,2,2025-02-23 11:08:04,52,High Value
CUST002680,David,Shan,zilmil53@example.net,Kanpur,Karnataka,Central,94648.99,4,2025-04-11 06:15:52,5,High Value
CUST002681,Libni,Borde,boraharrison@example.org,Guna,Bihar,Central,102181.49,7,2025-04-14 20:19:55,2,VIP
CUST002682,Eesha,Narain,maneeshana@example.org,Phusro,Nagaland,West,144031.39,6,2025-03-17 18:48:10,30,VIP
CUST002683,Rayaan,Dayal,ebhat@example.org,Kottayam,Haryana,West,112595.28,3,2025-01-24 18:02:02,82,VIP
CUST002684,Nidra,Oza,zashilbarad@example.net,Mumbai,Assam,East,72928.49,4,2025-04-13 17:12:13,3,High Value
CUST002685,Arin,Das,galasarthak@example.org,Munger,Mizoram,North,73063.97,4,2025-04-11 05:16:15,5,High Value
CUST002686,Baghyawati,Ramaswamy,hardik43@example.com,Tiruvottiyur,Telangana,Central,116683.7,7,2025-04-06 22:08:25,10,VIP
CUST002687,Ekapad,Sarin,abhimanyu94@example.org,Udaipur,Manipur,South,112627.29,5,2025-04-06 15:10:34,10,VIP
CUST002688,Fariq,Palla,jason05@example.net,Arrah,Goa,West,14070.32,1,2025-03-19 17:50:32,28,Low Value
CUST002689,Eesha,Dey,pkunda@example.net,Tezpur,Nagaland,West,45996.41,1,2025-03-17 08:16:20,30,Mid Value
CUST002690,Faqid,Shanker,edwinarin@example.org,Sambalpur,Bihar,Central,164991.5,6,2025-04-08 04:07:53,8,VIP
CUST002691,Kashish,Karan,janani62@example.net,Amritsar,Jharkhand,East,120970.68,6,2025-03-26 00:31:47,21,VIP
CUST002692,Fiyaz,Manda,tmittal@example.org,Nagpur,Sikkim,East,153370.57,5,2025-03-23 00:11:32,24,VIP
CUST002693,Damini,Shukla,prishabera@example.net,Farrukhabad,Assam,South,20075.1,1,2025-04-01 03:24:52,15,Mid Value
CUST002694,Sara,Saraf,kakarijaya@example.org,Guna,Andhra Pradesh,East,104252.09,3,2025-03-09 07:22:57,38,VIP
CUST002695,Barkha,Tata,savantisaiah@example.org,Ajmer,Chhattisgarh,Central,98582.21,4,2025-03-26 09:23:32,21,High Value
CUST002696,Frederick,Modi,udant32@example.org,Ballia,Meghalaya,North,175058.19,6,2025-03-26 17:47:50,21,VIP
CUST002697,Ganga,Bir,suraishwar@example.org,Kochi,Karnataka,South,172645.77,7,2025-04-07 12:23:55,9,VIP
